[0.8238719086780185, 0.04931116582516015, 'Sensor 9']
[0.916114900629606, 2, 'Sensor 24']
[0.916114900629606, 2, 'Sensor 24']
[0.916114900629606, 2, 'Sensor 24']
[0.9189718774440254, 2, 'Sensor 25']
[0.9189718774440254, 2, 'Sensor 25']
[0.9189718774440254, 2, 'Sensor 25']
[0.9189718774440254, 2, 'Sensor 25']
[0.9189718774440254, 2, 'Sensor 25']
[0.9189718774440254, 2, 'Sensor 25']
[0.9189718774440254, 2, 'Sensor 25']
[0.6666796732626813, 0.03498363305740182, 'Sensor 26']
[0.6666796732626813, 0.03498363305740182, 'Sensor 26']
[0.6666796732626813, 0.03498363305740182, 'Sensor 26']
[0.6666796732626813, 0.03498363305740182, 'Sensor 26']
[0.22528877247646406, 0.25283943639171036, 'Sensor 27']
[0.22528877247646406, 0.25283943639171036, 'Sensor 27']
[0.22528877247646406, 0.25283943639171036, 'Sensor 27']
[0.22528877247646406, 0.25283943639171036, 'Sensor 27']
[0.22528877247646406, 0.25283943639171036, 'Sensor 27']
[0.22528877247646406, 0.25283943639171036, 'Sensor 27']
[0.24534267085614703, 0.2563371346242008, 'Sensor 28']
[0.24534267085614703, 0.2563371346242008, 'Sensor 28']
[0.24534267085614703, 0.2563371346242008, 'Sensor 28']
[0.8120687863954659, 0.9011831150686027, 'Sensor 29']
[0.8120687863954659, 0.9011831150686027, 'Sensor 29']
[2, 0.9955053481477102, 'Sensor 30']
[2, 0.9955053481477102, 'Sensor 30']
[2, 0.9955053481477102, 'Sensor 30']
[2, 0.9955053481477102, 'Sensor 30']
[2, 0.8450315502739717, 'Sensor 31']
[2, 0.8450315502739717, 'Sensor 31']
[2, 0.8450315502739717, 'Sensor 31']
[2, 0.8450315502739717, 'Sensor 31']
[0.5505273125726601, 0.6811586690532276, 'Sensor 32']
[0.5505273125726601, 0.6811586690532276, 'Sensor 32']
[0.5505273125726601, 0.6811586690532276, 'Sensor 32']
[0.5505273125726601, 0.6811586690532276, 'Sensor 32']
[0.5505273125726601, 0.6811586690532276, 'Sensor 32']
[0.5505273125726601, 0.6811586690532276, 'Sensor 32']
